Frame,Car ID,Distance (m),Velocity (km/h),Timestamp (s)
285,6,31.06,-257.16,1746835330.68
285,7,19.97,110.0,1746835330.68
285,8,38.49,2.09,1746835330.68
285,10,24.3,-13.35,1746835330.68
285,11,61.77,-658.8,1746835330.68
285,12,35.62,-419.78,1746835330.68
286,0,22.61,1.15,1746835330.828
286,2,46.77,8.65,1746835330.828
286,4,25.57,-78.53,1746835330.828
286,5,22.77,53.66,1746835330.828
286,6,20.19,264.03,1746835330.828
286,7,38.88,-459.45,1746835330.828
286,8,30.16,202.39,1746835330.828
286,9,25.28,110.63,1746835330.828
286,11,58.56,78.06,1746835330.828
286,13,20.74,514.99,1746835330.828
287,0,22.66,-1.09,1746835331.008
287,2,46.73,0.82,1746835331.008
287,4,23.0,51.52,1746835331.008
287,5,19.66,62.23,1746835331.008
287,6,25.08,-97.93,1746835331.008
287,7,39.3,-8.36,1746835331.008
287,8,29.94,4.5,1746835331.008
287,11,60.28,-34.46,1746835331.008
288,0,22.83,-4.15,1746835331.157
288,2,47.9,-28.21,1746835331.157
288,4,23.09,-2.27,1746835331.157
288,5,25.58,-142.9,1746835331.157
288,6,40.34,-368.2,1746835331.157
288,7,30.81,204.86,1746835331.157
288,8,20.03,239.09,1746835331.157
288,10,61.02,-277.05,1746835331.157
288,11,24.84,855.34,1746835331.157
289,0,22.99,-3.64,1746835331.309
289,2,48.3,-9.46,1746835331.309
289,4,23.02,1.75,1746835331.309
289,5,25.61,-0.56,1746835331.309
289,6,40.92,-13.73,1746835331.309
289,7,30.13,16.11,1746835331.309
289,8,61.04,-969.68,1746835331.309
289,9,19.65,42.08,1746835331.309
289,11,18.09,159.52,1746835331.309
290,0,22.98,0.26,1746835331.459
290,2,48.29,0.06,1746835331.459
290,4,25.89,-68.81,1746835331.459
290,5,41.32,-375.98,1746835331.459
290,6,29.11,282.72,1746835331.459
290,7,23.11,167.95,1746835331.459
290,8,60.95,2.06,1746835331.459
290,9,19.5,3.67,1746835331.459
290,10,37.48,280.02,1746835331.459
291,0,22.78,4.5,1746835331.614
291,2,48.06,5.45,1746835331.614
291,4,26.12,-5.26,1746835331.614
291,5,28.59,296.28,1746835331.614
291,6,41.54,-289.33,1746835331.614
291,7,22.31,18.58,1746835331.614
291,8,37.87,537.13,1746835331.614
291,9,61.87,-986.22,1746835331.614
291,12,19.68,61.44,1746835331.614
292,0,22.9,-2.93,1746835331.762
292,3,48.09,-68.83,1746835331.762
292,4,26.17,-1.19,1746835331.762
292,5,41.2,-306.59,1746835331.762
292,6,28.63,313.73,1746835331.762
292,7,22.09,5.51,1746835331.762
292,9,64.01,-52.1,1746835331.762
292,11,19.76,-13.3,1746835331.762
293,1,22.71,46.79,1746835331.912
293,2,46.97,13.13,1746835331.912
293,4,26.42,-5.92,1746835331.912
293,5,28.46,305.35,1746835331.912
293,6,40.58,-286.29,1746835331.912
293,7,21.64,10.7,1746835331.912
293,8,60.47,-272.77,1746835331.912
293,10,19.19,145.37,1746835331.912
293,12,17.21,29.74,1746835331.912
294,1,22.62,2.45,1746835332.056
294,3,46.04,25.15,1746835332.056
294,4,26.46,-1.05,1746835332.056
294,5,28.36,2.38,1746835332.056
294,6,39.61,24.3,1746835332.056
294,7,22.37,-18.29,1746835332.056
294,8,60.52,-1.14,1746835332.056
294,11,19.18,7.11,1746835332.056
294,12,32.64,-387.01,1746835332.056
295,1,26.21,-77.08,1746835332.224
295,2,22.53,282.55,1746835332.224
295,3,44.84,25.65,1746835332.224
295,5,22.34,129.32,1746835332.224
295,6,28.08,247.33,1746835332.224
295,7,38.77,-351.76,1746835332.224
295,8,65.46,-106.09,1746835332.224
295,10,18.89,3.49,1746835332.224
295,12,32.77,-2.7,1746835332.224
295,13,18.11,6.79,1746835332.224
295,14,20.04,86.14,1746835332.224
295,15,31.29,-18.1,1746835332.224
296,0,25.96,-17.85,1746835332.378
296,2,22.2,7.85,1746835332.378
296,3,45.38,-12.45,1746835332.378
296,5,22.32,0.31,1746835332.378
296,6,38.03,-231.89,1746835332.378
296,7,27.91,252.95,1746835332.378
296,8,64.49,22.64,1746835332.378
296,10,19.09,-4.65,1746835332.378
296,11,18.22,10.8,1746835332.378
296,14,32.72,-295.5,1746835332.378
297,0,25.73,5.33,1746835332.532
297,1,21.94,49.95,1746835332.532
297,3,46.9,-35.81,1746835332.532
297,5,22.39,-1.69,1746835332.532
297,6,27.49,247.39,1746835332.532
297,7,37.89,-234.19,1746835332.532
297,8,19.09,1065.89,1746835332.532
297,9,65.93,-8.97,1746835332.532
297,10,17.97,26.21,1746835332.532
298,0,25.4,8.01,1746835332.683
298,1,21.79,3.45,1746835332.683
298,4,48.55,-126.91,1746835332.683
298,5,23.14,-17.73,1746835332.683
298,6,18.78,207.87,1746835332.683
298,7,37.63,6.02,1746835332.683
298,8,27.59,-202.61,1746835332.683
298,9,65.14,18.79,1746835332.683
298,10,17.82,3.68,1746835332.683
299,0,21.86,84.68,1746835332.833
299,2,25.97,-29.9,1746835332.833
299,4,51.81,-78.13,1746835332.833
299,5,49.63,-634.61,1746835332.833
299,6,23.38,-110.37,1746835332.833
299,7,18.17,466.2,1746835332.833
299,8,61.16,-804.25,1746835332.833
299,9,39.42,616.33,1746835332.833
299,10,27.28,-226.76,1746835332.833
299,11,17.52,5.55,1746835332.833
300,0,21.7,3.77,1746835332.983
300,2,25.67,7.3,1746835332.983
300,4,51.21,14.4,1746835332.983
300,5,18.13,754.65,1746835332.983
300,6,49.01,-614.14,1746835332.983
300,7,23.29,-122.51,1746835332.983
300,8,60.07,26.09,1746835332.983
300,9,39.73,-7.43,1746835332.983
300,10,27.17,2.65,1746835332.983
300,11,17.56,-1.13,1746835332.983
300,14,30.94,10.63,1746835332.983
301,0,21.65,1.36,1746835333.132
301,1,25.6,-30.52,1746835333.132
301,4,50.79,10.3,1746835333.132
301,5,18.23,-2.33,1746835333.132
301,6,48.75,6.43,1746835333.132
301,7,23.2,2.23,1746835333.132
301,8,58.35,41.68,1746835333.132
301,9,40.25,-12.58,1746835333.132
301,10,17.86,225.51,1746835333.132
301,11,27.06,-229.98,1746835333.132
301,14,30.94,-0.19,1746835333.132
301,15,31.45,-0.64,1746835333.132
302,0,21.49,3.77,1746835333.282
302,1,25.51,2.31,1746835333.282
302,4,50.57,5.32,1746835333.282
302,5,18.04,4.53,1746835333.282
302,6,48.45,7.05,1746835333.282
302,7,23.12,1.86,1746835333.282
302,8,56.91,34.49,1746835333.282
302,9,40.42,-4.1,1746835333.282
302,10,18.03,-4.09,1746835333.282
302,12,27.15,19.11,1746835333.282
302,14,31.45,-12.07,1746835333.282
302,15,30.88,13.64,1746835333.282
303,0,21.59,-2.4,1746835333.432
303,1,25.26,5.94,1746835333.432
303,4,49.18,33.12,1746835333.432
303,5,17.85,4.43,1746835333.432
303,6,47.1,32.49,1746835333.432
303,7,23.07,1.26,1746835333.432
303,8,55.95,23.0,1746835333.432
303,9,40.49,-1.56,1746835333.432
303,11,27.16,-1.16,1746835333.432
303,12,18.24,213.15,1746835333.432
303,14,31.71,-6.19,1746835333.432
303,15,31.13,-6.06,1746835333.432
304,0,21.47,2.8,1746835333.589
304,1,25.09,3.93,1746835333.589
304,4,49.86,-15.6,1746835333.589
304,5,17.9,-0.95,1746835333.589
304,6,22.9,554.74,1746835333.589
304,7,47.2,-553.2,1746835333.589
304,8,41.18,338.7,1746835333.589
304,9,57.37,-387.11,1746835333.589
304,11,18.26,204.07,1746835333.589
304,12,27.32,-208.1,1746835333.589
304,14,31.41,6.7,1746835333.589
304,15,32.07,-21.54,1746835333.589
304,16,30.85,-15.02,1746835333.589
305,0,21.35,2.86,1746835333.744
305,1,25.03,1.21,1746835333.744
305,4,17.82,744.7,1746835333.744
305,5,48.47,-710.44,1746835333.744
305,6,22.85,1.07,1746835333.744
305,7,41.52,131.9,1746835333.744
305,8,58.73,-408.02,1746835333.744
305,10,18.23,-1.58,1746835333.744
305,12,27.64,-7.52,1746835333.744
305,13,31.02,-30.57,1746835333.744
305,14,31.92,-11.71,1746835333.744
306,0,25.15,-81.03,1746835333.913
306,1,22.1,62.47,1746835333.913
306,4,17.9,-1.69,1746835333.913
306,5,48.57,-2.18,1746835333.913
306,6,22.72,2.86,1746835333.913
306,7,41.53,-0.29,1746835333.913
306,8,59.7,-20.53,1746835333.913
306,9,18.09,436.26,1746835333.913
306,12,28.09,-9.4,1746835333.913
306,13,30.95,1.5,1746835333.913
306,14,31.71,4.39,1746835333.913
306,15,30.46,17.94,1746835333.913
307,0,24.95,4.71,1746835334.068
307,2,22.08,11.91,1746835334.068
307,4,17.9,-0.13,1746835334.068
307,5,47.33,28.97,1746835334.068
307,6,22.8,-2.05,1746835334.068
307,7,41.35,4.26,1746835334.068
307,8,17.9,976.12,1746835334.068
307,9,60.52,-990.65,1746835334.068
307,11,28.73,-78.82,1746835334.068
307,12,30.91,-65.9,1746835334.068
307,14,31.74,-0.69,1746835334.068
307,15,30.17,6.74,1746835334.068
308,1,24.8,-31.41,1746835334.223
308,2,22.24,-3.66,1746835334.223
308,3,17.94,61.66,1746835334.223
308,4,46.8,-670.37,1746835334.223
308,6,22.73,1.68,1746835334.223
308,7,41.03,7.42,1746835334.223
308,8,59.98,-976.17,1746835334.223
308,10,17.79,3.28,1746835334.223
308,12,28.67,51.87,1746835334.223
308,13,31.74,-9.29,1746835334.223
308,14,31.09,15.02,1746835334.223
308,15,30.41,-5.69,1746835334.223
309,1,21.82,68.53,1746835334.379
309,2,24.81,-59.1,1746835334.379
309,4,44.33,56.84,1746835334.379
309,5,17.92,339.81,1746835334.379
309,6,22.65,1.88,1746835334.379
309,7,40.3,16.88,1746835334.379
309,9,60.89,-4.29,1746835334.379
309,10,17.68,2.56,1746835334.379
309,12,29.15,-11.04,1746835334.379
309,13,31.45,6.81,1746835334.379
309,14,30.74,8.14,1746835334.379
310,1,24.73,-69.74,1746835334.529
310,2,21.96,68.2,1746835334.529
310,4,44.06,6.48,1746835334.529
310,5,17.91,0.33,1746835334.529
310,6,22.56,2.22,1746835334.529
310,7,39.79,12.26,1746835334.529
310,8,60.25,-3.14,1746835334.529
310,10,17.72,-0.83,1746835334.529
310,12,31.53,-56.99,1746835334.529
310,13,29.03,58.09,1746835334.529
310,14,30.99,-5.94,1746835334.529
310,15,30.44,-0.32,1746835334.529
311,0,24.72,1.35,1746835334.686
311,2,21.24,16.69,1746835334.686
311,3,18.09,-1.2,1746835334.686
311,4,43.77,6.77,1746835334.686
311,6,22.39,3.91,1746835334.686
311,7,38.93,19.65,1746835334.686
311,8,59.75,11.44,1746835334.686
311,10,17.75,-0.66,1746835334.686
311,12,31.43,2.12,1746835334.686
311,13,29.14,-2.69,1746835334.686
311,14,31.07,-1.83,1746835334.686
311,15,30.75,-7.19,1746835334.686
311,16,30.57,0.92,1746835334.686
312,0,24.77,-1.21,1746835334.837
312,2,21.15,1.99,1746835334.837
312,3,18.11,-0.4,1746835334.837
312,5,44.79,-313.9,1746835334.837
312,6,22.23,3.85,1746835334.837
312,7,60.25,-505.98,1746835334.837
312,8,38.54,503.64,1746835334.837
312,11,17.95,50.41,1746835334.837
312,12,31.56,-2.98,1746835334.837
312,13,29.56,-9.97,1746835334.837
312,14,31.38,-7.47,1746835334.837
312,15,30.91,-3.83,1746835334.837
313,0,24.9,-2.96,1746835334.988
313,1,21.0,29.22,1746835334.988
313,4,45.45,-20.01,1746835334.988
313,5,18.09,636.57,1746835334.988
313,6,22.39,-4.0,1746835334.988
313,7,38.13,527.2,1746835334.988
313,8,61.58,-549.44,1746835334.988
313,11,18.22,-6.5,1746835334.988
313,12,32.04,-11.39,1746835334.988
313,13,29.71,-3.48,1746835334.988
313,14,31.89,-12.08,1746835334.988
313,16,31.31,-8.79,1746835334.988
314,0,24.95,-1.19,1746835335.146
314,2,20.96,2.25,1746835335.146
314,4,46.05,-13.6,1746835335.146
314,5,18.12,-0.72,1746835335.146
314,6,22.65,-5.92,1746835335.146
314,7,38.12,0.42,1746835335.146
314,9,61.06,-0.81,1746835335.146
314,11,18.24,-0.4,1746835335.146
314,12,32.37,-7.66,1746835335.146
314,13,29.28,9.83,1746835335.146
314,14,32.0,-2.5,1746835335.146
315,0,24.87,1.91,1746835335.299
315,2,20.81,3.41,1746835335.299
315,4,46.79,-17.47,1746835335.299
315,5,18.04,1.76,1746835335.299
315,6,22.92,-6.25,1746835335.299
315,8,60.68,10.52,1746835335.299
315,9,38.42,532.96,1746835335.299
315,11,18.22,0.53,1746835335.299
315,12,33.08,-16.54,1746835335.299
315,13,28.8,11.24,1746835335.299
315,14,32.0,-0.12,1746835335.299
316,0,25.14,-6.43,1746835335.45
316,1,21.54,-4.2,1746835335.45
316,4,46.45,8.17,1746835335.45
316,5,18.27,-5.32,1746835335.45
316,6,23.15,-5.48,1746835335.45
316,8,61.66,-23.62,1746835335.45
316,9,38.86,-10.44,1746835335.45
316,10,18.05,-1.42,1746835335.45
316,12,28.51,108.94,1746835335.45
316,13,32.7,-93.07,1746835335.45
316,14,31.38,15.01,1746835335.45
317,0,20.68,104.94,1746835335.603
317,2,25.51,-55.68,1746835335.603
317,4,46.11,8.02,1746835335.603
317,5,18.91,-15.22,1746835335.603
317,6,23.23,-1.84,1746835335.603
317,7,61.44,-183.94,1746835335.603
317,9,18.25,485.62,1746835335.603
317,10,38.95,-492.43,1746835335.603
317,12,32.14,-85.37,1746835335.603
317,13,28.35,102.58,1746835335.603
317,14,31.32,1.19,1746835335.603
317,15,21.17,45.85,1746835335.603
318,1,20.66,10.16,1746835335.761
318,2,25.71,-4.52,1746835335.761
318,4,22.89,529.29,1746835335.761
318,5,46.45,-627.74,1746835335.761
318,6,19.71,80.13,1746835335.761
318,7,62.25,-18.44,1746835335.761
318,9,39.24,-478.58,1746835335.761
318,10,18.04,476.53,1746835335.761
318,12,28.9,73.86,1746835335.761
318,13,31.43,-70.21,1746835335.761
318,14,21.98,213.1,1746835335.761
318,15,32.19,-251.23,1746835335.761
319,1,20.63,0.84,1746835335.91
319,3,25.76,-25.68,1746835335.91
319,4,47.34,-588.21,1746835335.91
319,5,22.78,569.25,1746835335.91
319,6,61.8,-1012.35,1746835335.91
319,7,20.0,1016.2,1746835335.91
319,9,39.4,-3.66,1746835335.91
319,10,18.28,-5.63,1746835335.91
319,12,29.04,-3.58,1746835335.91
320,0,21.14,-3.6,1746835336.057
320,3,25.91,-3.66,1746835336.057
320,4,22.75,603.18,1746835336.057
320,5,49.03,-643.58,1746835336.057
320,6,63.21,-34.48,1746835336.057
320,7,20.18,-4.45,1746835336.057
320,8,39.09,133.82,1746835336.057
320,9,18.05,523.56,1746835336.057
320,11,29.14,-51.91,1746835336.057
321,0,21.28,-3.55,1746835336.206
321,3,25.69,5.39,1746835336.206
321,4,22.64,2.47,1746835336.206
321,5,50.91,-45.31,1746835336.206
321,6,62.77,10.64,1746835336.206
321,7,20.22,-1.08,1746835336.206
321,8,47.89,-211.89,1746835336.206
321,9,38.5,-492.51,1746835336.206
321,11,17.49,280.68,1746835336.206
321,12,28.68,4.38,1746835336.206
322,0,21.17,2.68,1746835336.358
322,3,22.43,77.43,1746835336.358
322,4,25.77,-74.24,1746835336.358
322,5,51.19,-6.82,1746835336.358
322,6,20.78,997.75,1746835336.358
322,7,64.59,-1054.18,1746835336.358
322,8,48.11,-5.21,1746835336.358
322,9,39.28,-18.51,1746835336.358
322,10,18.41,-1.05,1746835336.358
322,12,29.0,-7.51,1746835336.358
323,0,20.93,5.88,1746835336.507
323,3,25.28,-68.95,1746835336.507
323,4,50.72,-603.49,1746835336.507
323,5,22.31,698.52,1746835336.507
323,6,20.65,3.23,1746835336.507
323,7,48.04,400.07,1746835336.507
323,8,65.05,-409.6,1746835336.507
323,9,18.26,508.42,1746835336.507
323,10,39.46,-509.23,1746835336.507
323,11,29.83,-147.88,1746835336.507
323,14,34.82,-61.98,1746835336.507
324,0,20.79,3.18,1746835336.659
324,2,20.55,20.69,1746835336.659
324,4,25.18,605.01,1746835336.659
324,5,48.97,-631.46,1746835336.659
324,6,22.43,-42.15,1746835336.659
324,7,64.84,-397.82,1746835336.659
324,8,46.91,429.61,1746835336.659
324,9,18.11,3.47,1746835336.659
324,10,39.38,1.9,1746835336.659
324,11,30.05,-5.37,1746835336.659
324,13,34.64,-12.87,1746835336.659
325,0,20.92,-3.06,1746835336.807
325,3,20.85,53.31,1746835336.807
325,4,24.81,9.01,1746835336.807
325,5,47.28,41.15,1746835336.807
325,6,63.63,-1004.07,1746835336.807
325,7,23.04,1018.46,1746835336.807
325,8,45.78,27.58,1746835336.807
325,9,39.37,-518.13,1746835336.807
325,10,31.09,202.11,1746835336.807
325,11,18.09,291.46,1746835336.807
325,13,33.23,34.28,1746835336.807
326,0,20.74,4.24,1746835336.956
326,3,20.41,10.54,1746835336.956
326,4,25.42,-14.65,1746835336.956
326,5,45.82,35.13,1746835336.956
326,6,22.89,981.24,1746835336.956
326,7,60.69,-906.69,1746835336.956
326,8,38.29,180.3,1746835336.956
326,10,18.96,292.07,1746835336.956
326,11,33.16,-362.98,1746835336.956
327,0,20.55,4.87,1746835337.102
327,2,20.09,3.67,1746835337.102
327,4,25.9,-11.95,1746835337.102
327,5,22.95,564.41,1746835337.102
327,6,44.99,-545.43,1746835337.102
327,7,60.04,15.99,1746835337.102
327,8,37.99,7.52,1746835337.102
327,10,19.08,-2.94,1746835337.102
327,12,31.6,-12.59,1746835337.102
328,0,19.71,18.24,1746835337.266
328,1,20.75,-0.34,1746835337.266
328,4,26.05,-3.18,1746835337.266
328,5,22.57,8.31,1746835337.266
328,6,58.27,-291.05,1746835337.266
328,7,45.68,314.67,1746835337.266
328,9,18.87,160.59,1746835337.266
328,10,38.37,-422.79,1746835337.266
328,12,30.96,14.08,1746835337.266
329,0,19.46,6.11,1746835337.415
329,1,21.09,-8.15,1746835337.415
329,4,26.31,-6.45,1746835337.415
329,5,21.57,24.14,1746835337.415
329,6,58.72,-10.95,1746835337.415
329,8,18.67,222.35,1746835337.415
329,9,46.72,-675.28,1746835337.415
329,10,38.24,3.1,1746835337.415
329,11,42.4,-72.49,1746835337.415
329,13,29.13,24.29,1746835337.415
330,0,19.91,-10.66,1746835337.565
330,2,20.85,-5.87,1746835337.565
330,4,26.69,-9.05,1746835337.565
330,5,57.77,-866.36,1746835337.565
330,6,22.42,868.93,1746835337.565
330,8,18.92,-5.93,1746835337.565
330,9,48.18,-34.91,1746835337.565
330,10,28.76,227.06,1746835337.565
330,11,43.65,-29.84,1746835337.565
330,12,39.13,-98.42,1746835337.565
330,14,36.84,-6.85,1746835337.565
331,0,20.03,-2.98,1746835337.712
331,1,20.77,3.88,1746835337.712
331,4,26.57,2.91,1746835337.712
331,5,57.47,7.22,1746835337.712
331,6,23.2,-18.96,1746835337.712
331,8,29.39,-255.71,1746835337.712
331,9,49.17,-24.28,1746835337.712
331,10,44.05,-373.65,1746835337.712
331,11,19.13,599.14,1746835337.712
331,12,36.04,75.56,1746835337.712
331,13,39.05,-120.05,1746835337.712
332,0,19.93,2.32,1746835337.861
332,1,20.72,1.17,1746835337.861
332,4,26.57,0.13,1746835337.861
332,5,56.11,33.07,1746835337.861
332,6,22.66,12.97,1746835337.861
332,7,19.04,161.33,1746835337.861
332,9,30.2,460.43,1746835337.861
332,10,47.21,-76.63,1746835337.861
332,11,42.72,-572.41,1746835337.861
332,12,39.68,-88.33,1746835337.861
332,13,30.93,197.15,1746835337.861
333,2,20.89,-0.32,1746835338.009
333,3,20.0,1.39,1746835338.009
333,4,26.87,-7.33,1746835338.009
333,5,22.5,816.77,1746835338.009
333,6,55.25,-791.89,1746835338.009
333,7,18.54,12.07,1746835338.009
333,9,39.67,-230.24,1746835338.009
333,10,31.14,390.34,1746835338.009
333,11,41.66,25.65,1746835338.009
333,12,46.51,-166.13,1746835338.009
333,13,31.35,-10.35,1746835338.009
334,2,20.88,0.15,1746835338.159
334,3,19.68,7.66,1746835338.159
334,4,27.14,-6.38,1746835338.159
334,5,18.81,88.5,1746835338.159
334,6,22.67,781.38,1746835338.159
334,7,56.68,-914.66,1746835338.159
334,9,31.03,207.27,1746835338.159
334,10,39.76,-206.65,1746835338.159
334,11,41.86,-4.67,1746835338.159
334,12,31.97,348.73,1746835338.159
334,13,47.6,-389.59,1746835338.159
335,1,19.36,10.91,1746835338.309
335,2,21.08,-4.66,1746835338.309
335,4,26.72,9.92,1746835338.309
335,5,18.8,0.38,1746835338.309
335,6,22.68,-0.19,1746835338.309
335,7,56.43,5.99,1746835338.309
335,9,34.62,-85.88,1746835338.309
335,10,31.05,208.44,1746835338.309
335,11,39.69,51.9,1746835338.309
335,12,41.88,-236.87,1746835338.309
336,0,19.66,1.65,1746835338.456
336,3,26.74,-85.46,1746835338.456
336,4,20.8,145.07,1746835338.456
336,5,19.2,-10.01,1746835338.456
336,6,23.04,-8.79,1746835338.456
336,7,57.13,-17.35,1746835338.456
336,9,35.16,-13.29,1746835338.456
336,10,39.23,-200.49,1746835338.456
336,11,30.92,214.91,1746835338.456
336,12,35.84,147.89,1746835338.456
336,13,41.44,74.54,1746835338.456
337,2,20.01,12.99,1746835338.606
337,3,19.28,179.6,1746835338.606
337,4,26.46,-136.19,1746835338.606
337,5,20.95,-42.12,1746835338.606
337,6,23.43,-9.54,1746835338.606
337,8,57.81,-114.54,1746835338.606
337,9,35.63,-11.36,1746835338.606
337,10,40.05,-19.96,1746835338.606
337,11,31.25,-7.96,1746835338.606
337,12,36.14,-7.07,1746835338.606
337,13,42.64,-28.8,1746835338.606
338,2,19.55,10.54,1746835338.761
338,3,26.22,-161.12,1746835338.761
338,4,19.07,171.81,1746835338.761
338,5,21.15,-4.71,1746835338.761
338,6,23.33,2.51,1746835338.761
338,7,58.4,-14.95,1746835338.761
338,8,34.12,550.6,1746835338.761
338,10,40.56,-11.65,1746835338.761
338,11,35.76,-104.93,1746835338.761
339,0,26.19,-52.31,1746835338.905
339,2,19.41,3.67,1746835338.905
339,4,21.04,-49.12,1746835338.905
339,5,18.73,60.36,1746835338.905
339,6,23.04,7.09,1746835338.905
339,7,56.8,39.81,1746835338.905
339,8,32.94,29.41,1746835338.905
339,10,34.98,138.84,1746835338.905
339,11,39.97,-104.66,1746835338.905
340,1,26.32,-33.75,1746835339.052
340,3,20.69,68.45,1746835339.052
340,4,19.36,41.43,1746835339.052
340,5,18.61,2.96,1746835339.052
340,6,22.58,11.33,1746835339.052
340,7,34.02,560.91,1746835339.052
340,9,56.15,-165.67,1746835339.052
340,10,39.67,-115.56,1746835339.052
340,11,34.56,133.33,1746835339.052
340,12,41.67,-44.72,1746835339.052
341,2,26.35,-84.29,1746835339.202
341,3,18.47,53.02,1746835339.202
341,4,19.33,0.63,1746835339.202
341,5,21.06,-58.76,1746835339.202
341,6,22.08,12.03,1746835339.202
341,7,35.09,-25.57,1746835339.202
341,9,55.34,19.21,1746835339.202
341,10,38.72,22.73,1746835339.202
341,11,33.89,15.92,1746835339.202
341,12,39.67,48.06,1746835339.202
342,2,19.3,170.64,1746835339.351
342,3,18.56,-2.16,1746835339.351
342,4,21.0,-40.46,1746835339.351
342,5,25.87,-116.33,1746835339.351
342,6,22.16,-2.07,1746835339.351
342,7,34.48,14.61,1746835339.351
342,8,55.43,-181.75,1746835339.351
342,10,39.5,-18.96,1746835339.351
342,11,33.71,4.33,1746835339.351
342,12,41.46,-43.37,1746835339.351
343,2,19.31,-0.19,1746835339.502
343,3,18.48,1.88,1746835339.502
343,4,21.01,-0.04,1746835339.502
343,5,25.36,12.15,1746835339.502
343,6,22.58,-10.01,1746835339.502
343,7,53.73,-458.41,1746835339.502
343,8,34.24,504.67,1746835339.502
343,10,32.92,156.67,1746835339.502
344,0,19.56,32.06,1746835339.65
344,3,20.93,-59.88,1746835339.65
344,4,18.47,61.74,1746835339.65
344,5,25.47,-2.5,1746835339.65
344,6,22.98,-9.7,1746835339.65
344,7,53.6,3.33,1746835339.65
344,8,33.74,12.12,1746835339.65
345,0,19.68,-3.05,1746835339.795
345,3,20.6,8.4,1746835339.795
345,4,18.47,0.13,1746835339.795
345,5,23.11,58.39,1746835339.795
345,6,25.69,-67.19,1746835339.795
345,7,33.07,509.68,1746835339.795
345,8,55.06,-529.33,1746835339.795
345,10,32.93,-0.06,1746835339.795
345,11,27.43,50.97,1746835339.795
346,0,19.62,1.47,1746835339.942
346,2,18.34,7.88,1746835339.942
346,4,20.45,-48.57,1746835339.942
346,5,22.72,9.69,1746835339.942
346,6,26.11,-10.46,1746835339.942
346,7,32.3,18.88,1746835339.942
346,8,54.07,24.46,1746835339.942
346,10,36.17,-79.52,1746835339.942
346,11,39.51,-296.33,1746835339.942
347,0,19.8,-4.5,1746835340.088
347,1,20.51,20.15,1746835340.088
347,4,18.09,57.82,1746835340.088
347,5,22.47,6.1,1746835340.088
347,6,25.79,7.84,1746835340.088
347,7,31.37,22.76,1746835340.088
347,8,53.87,4.84,1746835340.088
347,9,39.63,63.84,1746835340.088
347,10,39.87,-90.74,1746835340.088
348,0,19.75,1.41,1746835340.237
348,2,20.48,-26.06,1746835340.237
348,3,17.79,22.85,1746835340.237
348,5,22.5,-0.69,1746835340.237
348,6,25.79,0.13,1746835340.237
348,7,31.27,2.46,1746835340.237
348,8,53.13,18.0,1746835340.237
348,9,38.77,20.8,1746835340.237
348,10,40.37,-12.1,1746835340.237
349,0,19.68,1.51,1746835340.386
349,2,17.67,67.67,1746835340.386
349,4,20.21,-25.67,1746835340.386
349,5,22.33,4.06,1746835340.386
349,6,25.67,2.75,1746835340.386
349,7,31.13,3.3,1746835340.386
349,8,52.76,8.87,1746835340.386
349,9,38.39,9.18,1746835340.386
349,11,40.05,-4.4,1746835340.386
350,0,19.71,-0.64,1746835340.535
350,3,17.69,1.26,1746835340.535
350,4,20.1,2.71,1746835340.535
350,5,22.16,4.15,1746835340.535
350,6,25.48,4.66,1746835340.535
350,7,32.39,-30.52,1746835340.535
350,8,53.08,-7.87,1746835340.535
350,9,38.17,5.27,1746835340.535
350,10,27.26,158.64,1746835340.535
350,12,41.14,0.98,1746835340.535
351,0,19.72,-0.18,1746835340.686
351,3,19.87,-51.88,1746835340.686
351,4,17.62,59.04,1746835340.686
351,5,21.63,12.61,1746835340.686
351,6,25.2,6.82,1746835340.686
351,7,32.49,-2.53,1746835340.686
351,8,50.69,56.9,1746835340.686
351,9,38.69,-12.24,1746835340.686
351,10,26.85,9.68,1746835340.686
351,12,35.88,124.91,1746835340.686
351,13,40.77,3.23,1746835340.686
352,2,19.75,-16.55,1746835340.837
352,3,21.6,-41.13,1746835340.837
352,4,19.83,-52.61,1746835340.837
352,5,17.83,90.36,1746835340.837
352,6,32.07,-163.42,1746835340.837
352,7,24.98,178.38,1746835340.837
352,8,51.37,-16.27,1746835340.837
352,9,40.35,-39.52,1746835340.837
352,10,27.05,-4.64,1746835340.837
352,11,36.78,26.11,1746835340.837
352,13,41.65,-21.09,1746835340.837
352,14,31.47,5.91,1746835340.837
353,1,21.48,-3.81,1746835340.997
353,3,19.76,41.43,1746835340.997
353,4,17.95,42.48,1746835340.997
353,5,19.87,-46.13,1746835340.997
353,6,32.0,1.77,1746835340.997
353,7,24.69,6.57,1746835340.997
353,8,51.92,-12.29,1746835340.997
353,9,42.18,-41.25,1746835340.997
353,10,26.6,10.12,1746835340.997
353,11,38.52,-39.15,1746835340.997
353,12,30.93,57.3,1746835340.997
353,14,24.96,146.69,1746835340.997
353,15,42.14,-6.84,1746835340.997
354,2,17.88,20.86,1746835341.16
354,3,21.45,-37.4,1746835341.16
354,4,19.67,-37.93,1746835341.16
354,5,24.78,-108.27,1746835341.16
354,6,33.23,-27.25,1746835341.16
354,7,20.18,99.68,1746835341.16
354,8,51.49,9.49,1746835341.16
